course_name,platform,language,url
Developing Data Science Projects With Limited Computer Resources Using Google Colaboratory,Coursera,English,https://www.classcentral.com/course/developing-data-science-projects-with-limited-com-41073
Basic calculations with Python in Kaggle,Coursera,English,https://www.classcentral.com/course/basic-calculations-with-python-in-kaggle-wj8ni-40217
Serverless Machine Learning with Tensorflow on Google Cloud Platform,Coursera,English,https://www.classcentral.com/course/serverless-machine-learning-gcp-8696
Serverless Data Analysis with Google BigQuery and Cloud Dataflow,Coursera,English,https://www.classcentral.com/course/serverless-data-analysis-bigquery-cloud-dataflow--17856
Data Analysis: Essential Skills,edX,English,https://www.classcentral.com/course/microsoft-data-analysis-18453
Data Science on Google Cloud,Coursera,English,https://www.classcentral.com/course/data-science-google-cloud-48168
Regression using Scikit-Learn,Coursera,English,https://www.classcentral.com/course/regression-using-scikit-learn-vsmfn-40304
Forecasting Univariate Time Series with an LSTM ,Coursera,English,https://www.classcentral.com/course/forecasting-univariate-time-series-using-an-lstm--43785
Exploratory Time Series Analysis ,Coursera,English,https://www.classcentral.com/course/exploratory-time-series-analysis-4cfj8-43840
Data Science on Google Cloud: Machine Learning,Coursera,English,https://www.classcentral.com/course/data-science-machine-learning-google-cloud-46043
Basic Data Analysis and Model Building using Python,Coursera,English,https://www.classcentral.com/course/basic-data-analysis-and-classification-model-buil-37582
Data Analysis and Interpretation Capstone,Coursera,English,https://www.classcentral.com/course/data-analysis-capstone-5110
Big Data Services: Capstone Project,Coursera,English,https://www.classcentral.com/course/big-data-services-9508
Microsoft Professional Capstone : Data Science,edX,English,https://www.classcentral.com/course/edx-microsoft-professional-capstone-data-science-6422
Data Engineering und Data Science – Klarheit in den Schlagwort-Dschungel,openHPI,German,https://www.classcentral.com/course/openhpi-data-engineering-und-data-science-klarheit-in-den-schlagwort-dschungel-13393
Bioinformatics,edX,English,https://www.classcentral.com/course/usmx-umgc-bioinformatics-18322
Introduction to Big Data,edX,English,https://www.classcentral.com/course/edx-introduction-to-big-data-8644
Data Science Research Methods: R Edition,edX,English,https://www.classcentral.com/course/edx-data-science-research-methods-r-edition-11640
Big Data Analytics,openHPI,German,https://www.classcentral.com/course/openhpi-big-data-analytics-8861
Big Data for Better Performance,Open2Study,English,https://www.classcentral.com/course/open2study-big-data-for-better-performance-893
Data Science Research Methods: Python Edition,edX,English,https://www.classcentral.com/course/edx-data-science-research-methods-python-edition-11606
Data Science at Scale - Capstone Project,Coursera,English,https://www.classcentral.com/course/datasci-capstone-5106
Bio-Informatics:Algorithms and Applications,Swayam,English,https://www.classcentral.com/course/swayam-bio-informatics-algorithms-and-applications-12890
Analyzing Big Data with Microsoft R,edX,English,https://www.classcentral.com/course/edx-analyzing-big-data-with-microsoft-r-7822
Microsoft Professional Capstone: Data Analysis,edX,English,https://www.classcentral.com/course/edx-microsoft-professional-capstone-data-analysis-13314
Big Data Applications: Real-Time Streaming,Coursera,English,https://www.classcentral.com/course/real-time-streaming-big-data-9507
Implementing Real-Time Analytics with Hadoop in Azure HDInsight,edX,English,https://www.classcentral.com/course/edx-implementing-real-time-analytics-with-hadoop-in-azure-hdinsight-4152
Data Mining,Swayam,English,https://www.classcentral.com/course/swayam-data-mining-13982
Essential Math for Data Analysis using Excel Online,edX,English,https://www.classcentral.com/course/edx-essential-math-for-data-analysis-using-excel-online-12164
Microsoft Professional Capstone : Big Data,edX,English,https://www.classcentral.com/course/edx-microsoft-professional-capstone-big-data-8648
Data Analysis & Decision Making - III,Swayam,English,https://www.classcentral.com/course/swayam-data-analysis-decision-making-iii-13981
Data Science for Healthcare: Using Real World Evidence,FutureLearn,English,https://www.classcentral.com/course/data-science-healthcare-13154
Data Visualization: A Practical Approach for Absolute Beginners,edX,English,https://www.classcentral.com/course/edx-data-visualization-a-practical-approach-for-absolute-beginners-11348
Introduction to Data Science with Google Analytics: Bridging Business and Technical Experts,FutureLearn,English,https://www.classcentral.com/course/data-science-google-analytics-11667
การวิเคราะห์เชิงลึกอภิมหาข้อมูล(Big Data Analysis),ThaiMOOC,English,https://www.classcentral.com/course/thaimooc-big-data-analysis-15111
Data Science for Healthcare: Using Real World Evidence,FutureLearn,English,https://www.classcentral.com/course/futurelearn-data-science-for-healthcare-using-real-world-evidence-11725
Interactomics,Swayam,English,https://www.classcentral.com/course/swayam-interactomics-7979
Creating BI Reports with SQL Server Reporting Services,edX,English,https://www.classcentral.com/course/edx-creating-bi-reports-with-sql-server-reporting-services-7588
Introduction to Apache Hadoop,edX,English,https://www.classcentral.com/course/edx-introduction-to-apache-hadoop-8392
Orchestrating Big Data with Azure Data Factory,edX,English,https://www.classcentral.com/course/edx-orchestrating-big-data-with-azure-data-factory-7812
Programming in R for Data Science,edX,English,https://www.classcentral.com/course/edx-programming-in-r-for-data-science-6038
Scalable Data Science,Swayam,English,https://www.classcentral.com/course/swayam-scalable-data-science-14279
A developer's guide to Exploring and Visualizing IoT Data,Coursera,English,https://www.classcentral.com/course/exploring-visualizing-iot-data-8022
"Practitioners Course in Descriptive,Predictive and Prescriptive Analytics",Swayam,English,https://www.classcentral.com/course/swayam-practitioners-course-in-descriptive-predictive-and-prescriptive-analytics-9899
Algorithms for Big Data,Swayam,English,https://www.classcentral.com/course/swayam-algorithms-for-big-data-6707
Big Data Computing,Swayam,English,https://www.classcentral.com/course/swayam-big-data-computing-12942
"Dealing with materials data : collection, analysis and interpretation",Swayam,English,https://www.classcentral.com/course/swayam-dealing-with-materials-data-collection-analysis-and-interpretation-17565
Visualizing Data & Communicating Results in R with RStudio,Coursera,English,https://www.classcentral.com/course/codio-visualizing-data-and-communicating-results--56003
Handling Large-Scale Unit Level Data Using STATA,Swayam,English,https://www.classcentral.com/course/swayam-handling-large-scale-unit-level-data-using-stata-22997
From data base to big data,France Université Numerique,English,https://www.classcentral.com/course/france-universite-numerique-from-data-base-to-big-data-16958
Data Analysis and Decision Making - I,Swayam,English,https://www.classcentral.com/course/swayam-data-analysis-and-decision-making-i-22946
FUNDAMENTALS OF BIOINFORMATICS,Swayam,English,https://www.classcentral.com/course/swayam-fundamentals-of-bioinformatics-22975
Data Analysis & Decision Making - II,Swayam,English,https://www.classcentral.com/course/swayam-data-analysis-decision-making-ii-12993
Data Tells a Story: Reading Data in the Social Sciences and Humanities,FutureLearn,English,https://www.classcentral.com/course/futurelearn-data-tells-a-story-reading-data-in-the-social-sciences-and-humanities-6504
BioInformatics: Algorithms and Applications,Swayam,English,https://www.classcentral.com/course/swayam-bioinformatics-algorithms-and-applications-10031
Music Data Mining,Kadenze,English,https://www.classcentral.com/course/kadenze-music-data-mining-8398
Data Analysis for Biologists,Swayam,English,https://www.classcentral.com/course/swayam-data-analysis-for-biologists-58432
Sport Informatics and Analytics,Canvas Network,English,https://www.classcentral.com/course/canvas-network-sport-informatics-and-analytics-3171
Business Analytics: The Data Explosion,FutureLearn,English,https://www.classcentral.com/course/data-explosion-8636
Essentials Of Data Science With R Software - 2: Sampling Theory And Linear Regression Analysis,Swayam,English,https://www.classcentral.com/course/swayam-essentials-of-data-science-with-r-software-2-sampling-theory-and-linear-regression-analysis-22971
Applied Data Science,FutureLearn,English,https://www.classcentral.com/course/applied-data-science-22193
"Big Data Analysis: Hive, Spark SQL, DataFrames and GraphFrames",Coursera,English,https://www.classcentral.com/course/big-data-analysis-9506
Data Mining,Swayam,English,https://www.classcentral.com/course/swayam-data-mining-9821
Essentials Of Data Science With R Software - 1: Probability And Statistical Inference,Swayam,English,https://www.classcentral.com/course/swayam-essentials-of-data-science-with-r-software-1-probability-and-statistical-inference-22970
Health Data Analytics,Independent,English,https://www.classcentral.com/course/independent-health-data-analytics-1451
Data Analytics with Python,Swayam,English,https://www.classcentral.com/course/swayam-data-analytics-with-python-17563
Multimodal Learning Analytics,edX,English,https://www.classcentral.com/course/edx-multimodal-learning-analytics-9137
Using Data to Provide Personalized Student Support,edX,English,https://www.classcentral.com/course/edx-using-data-to-provide-personalized-student-support-9287
"Proteins: Alignment, Analysis and Structure",edX,English,https://www.classcentral.com/course/edx-proteins-alignment-analysis-and-structure-8160
Cluster Analysis,edX,English,https://www.classcentral.com/course/edx-cluster-analysis-9284
Statistical Analysis in Bioinformatics,edX,English,https://www.classcentral.com/course/edx-statistical-analysis-in-bioinformatics-8163
Feature Engineering for Improving Learning Environments,edX,English,https://www.classcentral.com/course/edx-feature-engineering-for-improving-learning-environments-9286
DNA Sequences: Alignments and Analysis,edX,English,https://www.classcentral.com/course/edx-dna-sequences-alignments-and-analysis-8157
Social Network Analysis (SNA),edX,English,https://www.classcentral.com/course/edx-social-network-analysis-sna-9134
Learning Analytics Fundamentals,edX,English,https://www.classcentral.com/course/edx-learning-analytics-fundamentals-9283
Getting Started with Teaching Data Science in Schools,FutureLearn,English,https://www.classcentral.com/course/teaching-data-science-19139
Applied Data Analysis: Working in Organizations and Industries,edX,English,https://www.classcentral.com/course/edx-applied-data-analysis-working-in-organizations-and-industries-12636
Data Science for Environmental Modelling and Renewables,FutureLearn,English,https://www.classcentral.com/course/data-science-environmental-modelling-11806
Data Science for Engineers,Swayam,English,https://www.classcentral.com/course/swayam-data-science-for-engineers-10096
Molecular Dynamics for Computational Discoveries in Science,Independent,English,https://www.classcentral.com/course/independent-molecular-dynamics-for-computational-discoveries-in-science-743
Data Analysis: A Practical Introduction for Absolute Beginners,edX,English,https://www.classcentral.com/course/edx-data-analysis-a-practical-introduction-for-absolute-beginners-12635
Data Analytics for Decision Making: An Introduction to Using Excel,FutureLearn,English,https://www.classcentral.com/course/data-analytics-using-excel-19734
Digitalization in International Relations,Coursera,English,https://www.classcentral.com/course/digitalization-in-international-relations-21556
Introduction to data analysis,Coursera,English,https://www.classcentral.com/course/introduction-to-data-analysis-57725
Health Data Analytics with Microsoft Excel,Independent,English,https://www.classcentral.com/course/independent-health-data-analytics-with-microsoft-excel-4825
